corpus_key,corpus_display_name,corpus_tier,corpus_unii,corpus_inchikey,inxight_record,normalised_name,inxight_unii,inxight_inchikey,ambiguous_pages_for_name,confirmation
K1:CU38ZXW8ZG,(1-NAPHTHYLOXY)ACETONE,2,CU38ZXW8ZG,XLBISEPPFPYRSE-UHFFFAOYSA-N,frdb-compound:7509:ACETONE,acetone,1364PS73AF,CSCPPACGZOOCGX-UHFFFAOYSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K2:MSWZFWKMSRAUBD-IVMDWMLBSA-N,Glucosamine,2,,MSWZFWKMSRAUBD-IVMDWMLBSA-N,frdb-compound:7524:GLUCOSAMINE,glucosamine,N08U5BOQ1K,FZHXIRIBWMQPQF-SLPGGIOYSA-N,2,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K4:glucosamine,Glucosamine Potassium Sulfate,1,,,frdb-compound:7524:GLUCOSAMINE,glucosamine,N08U5BOQ1K,FZHXIRIBWMQPQF-SLPGGIOYSA-N,2,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:62TEY51RR1,Bismuth Subsalicylate,2,62TEY51RR1,ZREIPSZUJIFJNP-UHFFFAOYSA-K,frdb-compound:7610:BISMUTH SODIUM TARTRATE,bismuth,GAP082Q6UF,YPQBHUDKOKUINZ-OLXYHTOASA-L,4,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:A6I4E79QF1,Bismuth Oxide,2,A6I4E79QF1,TYIXMATWDRGMPF-UHFFFAOYSA-N,frdb-compound:7610:BISMUTH SODIUM TARTRATE,bismuth,GAP082Q6UF,YPQBHUDKOKUINZ-OLXYHTOASA-L,4,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:H19J064BA5,Bismuth Subnitrate,2,H19J064BA5,HKZYQIFHJBPFHP-UHFFFAOYSA-N,frdb-compound:7610:BISMUTH SODIUM TARTRATE,bismuth,GAP082Q6UF,YPQBHUDKOKUINZ-OLXYHTOASA-L,4,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:U015TT5I8H,Bismuth,2,U015TT5I8H,JCXGWMGPZLAOME-UHFFFAOYSA-N,frdb-compound:7610:BISMUTH SODIUM TARTRATE,bismuth,GAP082Q6UF,YPQBHUDKOKUINZ-OLXYHTOASA-L,4,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:5B2658E0N2,Aminosalicylate,2,5B2658E0N2,WUBBRNOQWQTFEX-UHFFFAOYSA-N,frdb-compound:7945:POTASSIUM AMINOSALICYLATE,potassiumaminosalicylate,7N21461LKD,PRZJIMSXCLZGLT-UHFFFAOYSA-M,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:UX6OWY2V7J,Codeine Anhydrous,1,11QV9BS0CB,OROGSEYTTFOCAN-DNJOTXNNSA-N,frdb-compound:7958:CODEINE,codeine,Q830PW7520,WRRSFOZOETZUPG-FFHNEAJVSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
"COMBO:{K1:1RTM4PAL0V,K1:9G34HU7RV0}",PIPERAZINE EDETATE CALCIUM,2,L4QEN8344Z,KCXVZYZYPLLWCC-UHFFFAOYSA-N,frdb-compound:7993:PIPERAZINE CITRATE,piperazine,63KP7FXF2I,CMNBASWUQKIYLL-UHFFFAOYSA-N,2,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:1RTM4PAL0V,Piperazine,1,1RTM4PAL0V,GLUUGHFHXGJENI-UHFFFAOYSA-N,frdb-compound:7993:PIPERAZINE CITRATE,piperazine,63KP7FXF2I,CMNBASWUQKIYLL-UHFFFAOYSA-N,2,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:318X4QY113,Gavestinel,3,318X4QY113,WZBNEZWCNKUOSM-VOTSOKGWSA-N,frdb-compound:8141:GV 150526A,gv150526a,80W7787JVB,GRSDSTMFQHAESM-UHDJGPCESA-M,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:SUE285UG3S,PHENSERINE,3,SUE285UG3S,PBHFNBQPZCRWQP-QUCCMNQESA-N,frdb-compound:8150:PHENSERINE TARTRATE,phenserine,A2TJL9CO2K,XKKPTCVQEJZDGT-PWUAAHBCSA-N,2,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:Z0O4TJ588O,Buntanetap,3,G18HAS9LKM,PBHFNBQPZCRWQP-AZUAARDMSA-N,frdb-compound:8150:PHENSERINE TARTRATE,phenserine,A2TJL9CO2K,XKKPTCVQEJZDGT-PWUAAHBCSA-N,2,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:554245W62T,Tofogliflozin Anhydrous,2,554245W62T,VWVKUNOPTJGDOB-BDHVOXNPSA-N,frdb-compound:8287:TOFOGLIFLOZIN,tofogliflozin,P8DD8KX4O4,ZXOCGDDVNPDRIW-NHFZGCSJSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:W5H7E45YT3,Banoxantrone,3,W5H7E45YT3,YZBAXVICWUUHGG-UHFFFAOYSA-N,frdb-compound:8296:BANOXANTRONE,banoxantrone,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:3ZPX60DV8A,Motixafortide Acetate,1,3ZPX60DV8A,JJVZSYKFCOBILL-KZGZZEQFSA-N,frdb-compound:8463:BL-8040,bl8040,,,2,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K2:JJVZSYKFCOBILL-DPNRMINZSA-N,Motixafortide,3,,JJVZSYKFCOBILL-DPNRMINZSA-N,frdb-compound:8463:BL-8040,bl8040,,,2,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K2:MPYLDWFDPHRTEG-IFVNMTGRSA-N,Istaroxime,3,,MPYLDWFDPHRTEG-IFVNMTGRSA-N,frdb-compound:8712:ISTAROXIME,istaroxime,W8I9H2TPPL,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:TA63JX8X52,Mericitabine,3,TA63JX8X52,MLESJYFEMSJZLZ-MAAOGQSESA-N,frdb-compound:8784:MERICITABINE,mericitabine,05J68784G1,NYPIRLYMDJMKGW-VPCXQMTMSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:A2I8C7HI9T,Methylparaben,2,A2I8C7HI9T,LXCFILQKKLGQFO-UHFFFAOYSA-N,frdb-compound:9678:METHYLPARABEN SODIUM,methylparaben,CR6K9C2NHK,PESXGULMKCKJCC-UHFFFAOYSA-M,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:Z61I075U2W,Phenoxymethylpenicillin,2,146T0TU1JB,BPLBGHOLXOTWMN-MBNYWOFBSA-N,frdb-compound:9773:PENICILLIN V HYDRABAMINE,penicillinv,8T7T79P87L,IJXFBPWHGGIUAV-YQUITFMISA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:A7V27PHC7A,Quinine,1,42QO5P0NLM,LOUPRKONTZGTKE-WZBLMQSHSA-N,frdb-compound:9825:QUININE ASCORBATE,quinine,KAU4V10S2I,CJHQUYQRCLIWSW-JPGAVJPLSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:OEI6OOU6IK,Poziotinib,3,OEI6OOU6IK,LPFWVDIFUFFKJU-UHFFFAOYSA-N,frdb-compound:10215:POZIOTINIB,poziotinib,X4Z7U6JL1C,OMYSOLOMWJFVNK-UHFFFAOYSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:GA36S2O9C2,Tezampanel,3,GA36S2O9C2,ZXFRFPSZAKNPQQ-YTWAJWBKSA-N,frdb-compound:10249:TEZAMPANEL,tezampanel,6XN50U405Y,LNDYQNTTYXLTNH-RTBBDAMFSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K2:XDBOQJCMEXOPMU-BAHYQGKPSA-N,Elocalcitol,3,,XDBOQJCMEXOPMU-BAHYQGKPSA-N,frdb-compound:10292:ELOCALCITOL,elocalcitol,2WDS5F2V6Q,LRLWXBHFPGSUOX-GJQYOBCGSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:9BJ85K1J8S,Quisinostat,3,9BJ85K1J8S,PAWIYAYFNXQGAP-UHFFFAOYSA-N,frdb-compound:10335:QUISINOSTAT HYDROCHLORIDE,quisinostat,WUV1QHM1CS,TWNOICNTTFKOHQ-UHFFFAOYSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:8GU15N96I8,4-(2-HYDROXY-3-ISOPROPYLAMINOPROPOXY)INDENE,3,3MZM7RWW00,MPGBPFMOOXKQRX-UHFFFAOYSA-N,frdb-compound:10400:INDENOLOL HYDROCHLORIDE,indenolol,2VLW0IV0ZQ,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:5UTX5635HP,Oxyquinoline,2,5UTX5635HP,MCJGNVYPOGVAJF-UHFFFAOYSA-N,frdb-compound:20066:8-HYDROXYQUINOLINE CITRATE,8hydroxyquinoline,K522O2O40B,GTOQWWQKBBZILU-UHFFFAOYSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:415SHH325A,Adenosine phosphate,1,415SHH325A,UDMBCSSLTHHNCD-KQYNXXCUSA-N,frdb-compound:20719:ADENOSINE PHOSPHATE DIPOTASSIUM,adenosine,225M14T7DD,OYERHOIFBRDTSU-IDIVVRGQSA-L,5,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:61D2G4IYVH,Adenosine Diphosphate,3,61D2G4IYVH,XTWYTFMLZFPYCI-KQYNXXCUSA-N,frdb-compound:20719:ADENOSINE PHOSPHATE DIPOTASSIUM,adenosine,225M14T7DD,OYERHOIFBRDTSU-IDIVVRGQSA-L,5,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:AB2MK88Y6D,"PIA, (S)-",2,AB2MK88Y6D,RIRGCFBBHQEQQH-KFAHYOAQSA-N,frdb-compound:20719:ADENOSINE PHOSPHATE DIPOTASSIUM,adenosine,225M14T7DD,OYERHOIFBRDTSU-IDIVVRGQSA-L,5,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:K72T3FS567,ADENOSINE,2,K72T3FS567,OIRDTQYFTABQOQ-KQYNXXCUSA-N,frdb-compound:20719:ADENOSINE PHOSPHATE DIPOTASSIUM,adenosine,225M14T7DD,OYERHOIFBRDTSU-IDIVVRGQSA-L,5,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:RP8X0ZB061,Lactobacillus Crispatus Strain CTV-05,2,RP8X0ZB061,,frdb-compound:20719:ADENOSINE PHOSPHATE DIPOTASSIUM,adenosine,225M14T7DD,OYERHOIFBRDTSU-IDIVVRGQSA-L,5,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:00DPD30SOY,Amsacrine,2,00DPD30SOY,XCPGHVQEEXUHNC-UHFFFAOYSA-N,frdb-compound:21589:AMSACRINE GLUCONATE,amsacrine,M4P91439UZ,XXNAQBNJPZNRSZ-IFWQJVLJSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:3QPI1U3FV8,Butylparaben,2,3QPI1U3FV8,QFOHBWFCKVYLES-UHFFFAOYSA-N,frdb-compound:23835:BUTYLPARABEN SODIUM,butylparaben,MAR76J77VS,OGBHACNFHJJTQT-UHFFFAOYSA-M,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:2URQ2N32W3,Calcium Lactate,2,2URQ2N32W3,MKJXYGKVIBWPFZ-UHFFFAOYSA-L,frdb-compound:24093:CALCIUM SALICYLATE,calcium,0841QCS0DK,VBIGULIJWJPALH-UHFFFAOYSA-L,30,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:5792C4VMFZ,Calcium Palmitate,3,5792C4VMFZ,HRBZRZSCMANEHQ-UHFFFAOYSA-L,frdb-compound:24093:CALCIUM SALICYLATE,calcium,0841QCS0DK,VBIGULIJWJPALH-UHFFFAOYSA-L,30,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:7UJQ5OPE7D,Carbonate Ion,1,7UJQ5OPE7D,BVKZGUZCCUSVTD-UHFFFAOYSA-N,frdb-compound:24093:CALCIUM SALICYLATE,calcium,0841QCS0DK,VBIGULIJWJPALH-UHFFFAOYSA-L,30,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:86117BWO7P,Calcium Citrate Anhydrous,1,86117BWO7P,FNAQSUUGMSOBHW-UHFFFAOYSA-H,frdb-compound:24093:CALCIUM SALICYLATE,calcium,0841QCS0DK,VBIGULIJWJPALH-UHFFFAOYSA-L,30,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:8EKI9QEE2H,Calcium Iodide,2,8EKI9QEE2H,UNMYWSMUMWPJLR-UHFFFAOYSA-L,frdb-compound:24093:CALCIUM SALICYLATE,calcium,0841QCS0DK,VBIGULIJWJPALH-UHFFFAOYSA-L,30,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:97Z1WI3NDX,"Calcium Phosphate, Unspecified Form",3,97Z1WI3NDX,,frdb-compound:24093:CALCIUM SALICYLATE,calcium,0841QCS0DK,VBIGULIJWJPALH-UHFFFAOYSA-L,30,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:9E7R5L6H31,Oxalic Acid,2,9E7R5L6H31,MUBZPKHOEPUJKR-UHFFFAOYSA-N,frdb-compound:24093:CALCIUM SALICYLATE,calcium,0841QCS0DK,VBIGULIJWJPALH-UHFFFAOYSA-L,30,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:9G34HU7RV0,Edetic Acid,2,7FLD91C86K,KCXVZYZYPLLWCC-UHFFFAOYSA-N,frdb-compound:24093:CALCIUM SALICYLATE,calcium,0841QCS0DK,VBIGULIJWJPALH-UHFFFAOYSA-L,30,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:C7X2M0VVNH,LIME,3,8CZS546954,BRPQOXSCLDDYGP-UHFFFAOYSA-N,frdb-compound:24093:CALCIUM SALICYLATE,calcium,0841QCS0DK,VBIGULIJWJPALH-UHFFFAOYSA-L,30,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:E934B3V59H,Calcium Sulfate Anhydrous,2,WAT0DDB505,OSGAYBCDTDRGGQ-UHFFFAOYSA-L,frdb-compound:24093:CALCIUM SALICYLATE,calcium,0841QCS0DK,VBIGULIJWJPALH-UHFFFAOYSA-L,30,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:3DPK9KFN2M,CHOLESTERYL OLEATE,3,3DPK9KFN2M,RJECHNNFRHZQKU-RMUVNZEASA-N,frdb-compound:24953:CHOLESTERYL SUCCINATE,cholesteryl,T3J4KS4201,WLNARFZDISHUGS-MIXBDBMTSA-N,2,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:KU576NT9O9,Cholesteryl Sulfate,3,KU576NT9O9,BHYOQNUELFTYRT-DPAQBDIFSA-N,frdb-compound:24953:CHOLESTERYL SUCCINATE,cholesteryl,T3J4KS4201,WLNARFZDISHUGS-MIXBDBMTSA-N,2,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:B035PIS86W,DIETHYLAMINE,3,B035PIS86W,HPNMFZURTQLUMO-UHFFFAOYSA-N,frdb-compound:27432:DIETHYLAMINE SALICYLATE,diethylamine,5V7PT38BJU,JGMKRAUEFASZKH-UHFFFAOYSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K2:ZMGUKFHHNQMKJI-CIOHCNBKSA-N,DIMETHYLCURCUMIN,3,,ZMGUKFHHNQMKJI-CIOHCNBKSA-N,frdb-compound:27980:DIMETHYLCURCUMIN,dimethylcurcumin,D60XLY608D,HMJSBVCDPKODEX-NXZHAISVSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K2:BSMNRYCSBFHEMQ-UHFFFAOYSA-N,DOV-216303,3,,BSMNRYCSBFHEMQ-UHFFFAOYSA-N,frdb-compound:28748:DOV-216303,dov216303,06S4712H0T,KAGBHVBIOJBGBD-NINOIYOQSA-N;KAGBHVBIOJBGBD-IBYXRORRSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:334895S862,Doxycycline Anhydrous,2,19XTS3T51U,JBIWCJUYHHGXTC-AKNGSSGZSA-N,frdb-compound:28763:DOXYCYCLINE,doxycycline,N12000U13O,XQTWDDCIUJNLTR-CVHRZJFOSA-N,2,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:F8VB5M810T,Tetracycline,2,6B7BK5H33B,OFVLGDICTFRJMM-WESIUVDSSA-N,frdb-compound:28763:DOXYCYCLINE,doxycycline,N12000U13O,XQTWDDCIUJNLTR-CVHRZJFOSA-N,2,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:08O86EX0J4,EQUILIN,3,08O86EX0J4,WKRLQDKEXYKHJB-HFTRVMKXSA-N,frdb-compound:29094:EQUILIN SULFATE,equilin,D507VOE6VN,YJBYRYVLFAUXBJ-HFTRVMKXSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:FE5SPV1Z6G,ETHACIZINE,3,FE5SPV1Z6G,PQXGNJKJMFUPPM-UHFFFAOYSA-N,frdb-compound:29254:ETHACIZINE HYDROCHLORIDE,ethacizine,260059T81O,VHNXQKLWIQHSOY-UHFFFAOYSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:46U771ERWK,ETHYL CHLORIDE,2,46U771ERWK,HRYZWHHZPQKTII-UHFFFAOYSA-N,frdb-compound:29496:ETHYL FUMARATE,ethyl,Y3W849NG2N,XLYMOEINVGRTEX-ONEGZZNKSA-N,4,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:555U6TZ2MV,ETHYL SALICYLATE,2,555U6TZ2MV,GYCKQBWUSACYIF-UHFFFAOYSA-N,frdb-compound:29496:ETHYL FUMARATE,ethyl,Y3W849NG2N,XLYMOEINVGRTEX-ONEGZZNKSA-N,4,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:UFD2LZ005D,Ethyl Butyrate,3,UFD2LZ005D,OBNCKNCVKJNDBV-UHFFFAOYSA-N,frdb-compound:29496:ETHYL FUMARATE,ethyl,Y3W849NG2N,XLYMOEINVGRTEX-ONEGZZNKSA-N,4,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K2:QUPDWYMUPZLYJZ-UHFFFAOYSA-N,Ethyl,2,,QUPDWYMUPZLYJZ-UHFFFAOYSA-N,frdb-compound:29496:ETHYL FUMARATE,ethyl,Y3W849NG2N,XLYMOEINVGRTEX-ONEGZZNKSA-N,4,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:Z22628B598,Etomidate,2,Z22628B598,NPUKDXXFDDZOKR-LLVKDONJSA-N,frdb-compound:29794:ETOMIDATE HYDROCHLORIDE,etomidate,ZUM3W5027S,NCDXBSVHIGDPOE-RFVHGSKJSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:A0E0NMA80F,Fosfestrol,2,A0E0NMA80F,NLORYLAYLIXTID-ISLYRVAYSA-N,frdb-compound:30402:FOSFESTROL SODIUM,fosfestrol,G9I1882VSD,XGZAXRQNRRXUMY-MJCKVQKWSA-J,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:05RMF7YPWN,Hydrocortisone Butyrate,1,05RMF7YPWN,BMCQMVFGOVHVNG-TUFAYURCSA-N,frdb-compound:31800:HYDROCORTISONE TEBUTATE,hydrocortisone,FXJ67LWZ4S,FNFPHNZQOKBKHN-KAJVQRHHSA-N,9,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:2340UP1L2G,Hydrocortisone aceponate,2,2340UP1L2G,MFBMYAOAMQLLPK-FZNHGJLXSA-N,frdb-compound:31800:HYDROCORTISONE TEBUTATE,hydrocortisone,FXJ67LWZ4S,FNFPHNZQOKBKHN-KAJVQRHHSA-N,9,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:2Y87E22X71,Hydrocortisone Phosphate,1,0388G963HY,BGSOJVFOEQLVMH-VWUMJDOOSA-N,frdb-compound:31800:HYDROCORTISONE TEBUTATE,hydrocortisone,FXJ67LWZ4S,FNFPHNZQOKBKHN-KAJVQRHHSA-N,9,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:3X7931PO74,HYDROCORTISONE ACETATE,1,3X7931PO74,ALEXXDVDDISNDU-JZYPGELDSA-N,frdb-compound:31800:HYDROCORTISONE TEBUTATE,hydrocortisone,FXJ67LWZ4S,FNFPHNZQOKBKHN-KAJVQRHHSA-N,9,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:4XDY25L70B,Hydrocortisone Cypionate,1,4XDY25L70B,DLVOSEUFIRPIRM-KAQKJVHQSA-N,frdb-compound:31800:HYDROCORTISONE TEBUTATE,hydrocortisone,FXJ67LWZ4S,FNFPHNZQOKBKHN-KAJVQRHHSA-N,9,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:68717P8FUZ,HYDROCORTISONE VALERATE,2,68717P8FUZ,FZCHYNWYXKICIO-FZNHGJLXSA-N,frdb-compound:31800:HYDROCORTISONE TEBUTATE,hydrocortisone,FXJ67LWZ4S,FNFPHNZQOKBKHN-KAJVQRHHSA-N,9,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:IHV1VP592V,Hydrocortisone Hemisuccinate Anhydrous,2,50LQB69S1Z,VWQWXZAWFPZJDA-CGVGKPPMSA-N,frdb-compound:31800:HYDROCORTISONE TEBUTATE,hydrocortisone,FXJ67LWZ4S,FNFPHNZQOKBKHN-KAJVQRHHSA-N,9,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:O6550D6K3A,Hydrocortisone Probutate,1,O6550D6K3A,FOGXJPFPZOHSQS-AYVLZSQQSA-N,frdb-compound:31800:HYDROCORTISONE TEBUTATE,hydrocortisone,FXJ67LWZ4S,FNFPHNZQOKBKHN-KAJVQRHHSA-N,9,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:WI4X0X7BPJ,Hydrocortisone,1,WI4X0X7BPJ,JYGXADMDTFJGBT-VWUMJDOOSA-N,frdb-compound:31800:HYDROCORTISONE TEBUTATE,hydrocortisone,FXJ67LWZ4S,FNFPHNZQOKBKHN-KAJVQRHHSA-N,9,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:44RAL3456C,Metamfetamine,1,44RAL3456C,MYWUZJCMWCOHBA-VIFPVBQESA-N,frdb-compound:34661:METHAMPHETAMINE SACCHARATE,methamphetamine,K2J544L5HP,RACLVLZTMNZFLJ-SSNDBKPTSA-N,2,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:Y24T9BT2Q2,Levmetamfetamine,2,Y24T9BT2Q2,MYWUZJCMWCOHBA-SECBINFHSA-N,frdb-compound:34661:METHAMPHETAMINE SACCHARATE,methamphetamine,K2J544L5HP,RACLVLZTMNZFLJ-SSNDBKPTSA-N,2,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:276897E67U,"Potassium LACTATE, DL-",2,87V1KMK4QV,PHZLMBHDXVLRIX-UHFFFAOYSA-M,frdb-compound:35563:MONOPOTASSIUM GLUTAMATE ANHYDROUS,monopotassium,GQ82EXX32T,HQEROMHPIOLGCB-DFWYDOINSA-M,2,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:OC4598NZEQ,POTASSIUM ASPARTATE,2,OC4598NZEQ,YKZPPPNXRZHVGX-PXYKVGKMSA-L,frdb-compound:35563:MONOPOTASSIUM GLUTAMATE ANHYDROUS,monopotassium,GQ82EXX32T,HQEROMHPIOLGCB-DFWYDOINSA-M,2,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
"COMBO:{K1:4Z8Y51M438,K1:Q42T66VG0C}",PENICILLIN G PROCAINE,2,17R794ESYN,JGSARLDLIJGVTE-MBNYWOFBSA-N,frdb-compound:39159:PENICILLIN G ALUMINUM,penicilling,1C87B1N51X,OUHOSEHKMRWIFD-HMGFDHFNSA-K,2,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:Q42T66VG0C,Penicillin G,2,O3S7RWT8R5,JGSARLDLIJGVTE-MBNYWOFBSA-N,frdb-compound:39159:PENICILLIN G ALUMINUM,penicilling,1C87B1N51X,OUHOSEHKMRWIFD-HMGFDHFNSA-K,2,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
"COMBO:{K1:4Z8Y51M438,K1:Q42T66VG0C}",PENICILLIN G PROCAINE,2,17R794ESYN,JGSARLDLIJGVTE-MBNYWOFBSA-N,frdb-compound:39162:PENICILLIN G HYDRABAMINE,penicilling,667Y1107D3,BIPGVSDEAYGJOG-YQUITFMISA-N,2,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:Q42T66VG0C,Penicillin G,2,O3S7RWT8R5,JGSARLDLIJGVTE-MBNYWOFBSA-N,frdb-compound:39162:PENICILLIN G HYDRABAMINE,penicilling,667Y1107D3,BIPGVSDEAYGJOG-YQUITFMISA-N,2,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:Y5GMK36KGY,Perindopril,1,1964X464OJ,IPVQLZZIHOAWMC-QXKUPLGCSA-N,frdb-compound:39388:PERINDOPRIL ARGININE,perindopril,TFT5IM1KGB,RYCSJJXKEWBUTI-YDYAIEMNSA-N,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
"COMBO:{K1:1RTM4PAL0V,K1:9G34HU7RV0}",PIPERAZINE EDETATE CALCIUM,2,L4QEN8344Z,KCXVZYZYPLLWCC-UHFFFAOYSA-N,frdb-compound:39996:PIPERAZINE TARTRATE,piperazine,SM51XZC901,VNFVKWMKVDOSKT-LREBCSMRSA-N,2,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:1RTM4PAL0V,Piperazine,1,1RTM4PAL0V,GLUUGHFHXGJENI-UHFFFAOYSA-N,frdb-compound:39996:PIPERAZINE TARTRATE,piperazine,SM51XZC901,VNFVKWMKVDOSKT-LREBCSMRSA-N,2,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:ZU8OM8V5WF,SUPINOXIN,3,ZU8OM8V5WF,KAKPGJJRYRYSTP-UHFFFAOYSA-N,frdb-compound:41546:RX-5902,rx5902,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:40D08182TT,Zotiraciclib,3,3VF50SU4RZ,VXBAJLGYBMTJCY-NSCUHMNNSA-N,frdb-compound:41721:SB-1317,sb1317,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:CJN36EQM0H,PYROTINIB,3,CJN36EQM0H,SADXACCFNXBCFY-IYNHSRRRSA-N,frdb-compound:41929:SHR-1258,shr1258,,,1,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
K1:1NG558X5VJ,Strontium Bromide,2,1NG558X5VJ,YJPVTCSBVRMESK-UHFFFAOYSA-L,frdb-compound:42994:STRONTIUM LACTATE,strontium,DC1ZYY6LNZ,CCUZKVDGQHXAFK-UHFFFAOYSA-L,12,none - corpus page and Inxight record share no UNII and no InChIKey; needs a human decision
