key,printed_name,reason,evidence
K1:46PYZ1F82M,Toxicodendron Pubescens Shoot,"material, not a medicine",GSRS substance class structurallyDiverse
K1:46QZ19OEX8,Levisticum Officinale Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:475247QF1Z,Equine Thymocyte Immune Globulin,"material, not a medicine",GSRS substance class structurallyDiverse
K1:476DVV63WP,Populus Deltoides Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:47QB6MX9KU,Mumps Virus Strain B Level Jeryl Lynn Live Antigen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:47QB6MX9KU#live,MUMPS VIRUS VACCINE LIVE,"material, not a medicine",GSRS substance class structurallyDiverse
K1:47R2ZYV242,Bavebegene tovacivec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:47S8KM316R,Polistes Fuscatus Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:47Z05W73EZ,Lilium Lancifolium Bulb,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4817H7M565,Adiantum Capillus-Veneris Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:48268V50D5,Casein,"material, not a medicine",GSRS substance class structurallyDiverse
K1:482QQ7H44Q,Oryctolagus Cuniculus Kidney,"material, not a medicine",GSRS substance class structurallyDiverse
K1:483B0A2Y00,Pulmonaria Officinalis Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:484TEV85XS,Igrelimogene litadenorepvec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:487DXM62F2,Serenoa Repens Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:487RI96K8Z,Fenugreek Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:489F5JNV5B,"Casein, Lactococcus Lactis Cultured","material, not a medicine",GSRS substance class structurallyDiverse
K1:48GD5780QF,Sepia Officinalis Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:48JCS720FN,Salvia Officinalis Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:48PS81XHK0,Stephania Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:48TG5UWC7Z,Ornithogalum Umbellatum Bulb,"material, not a medicine",GSRS substance class structurallyDiverse
K1:48V44WX64I,Cucurbita Pepo Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:48W7181FLP,Human RHO(D) Immune Globulin,"material, not a medicine",GSRS substance class structurallyDiverse
K1:48Z8OUT98B,Mucor Circinelloides F. Circinelloides,"material, not a medicine",GSRS substance class structurallyDiverse
K1:490F0009OP,Clematis Vitalba Pre-Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:490XI1KB4S,Sus Scrofa Temporal Lobe,"material, not a medicine",GSRS substance class structurallyDiverse
K1:492225Q21H,Onion,"material, not a medicine",GSRS substance class structurallyDiverse
K1:492B79913J,Berberis Vulgaris Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:492LCM0TUL,Brucella Abortus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4938BNS0GU,Tremella Fuciformis Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4989JW6TRZ,Veronica Beccabunga,"material, not a medicine",GSRS substance class structurallyDiverse
K1:498M34P1VZ,Olea Europaea Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:49G13A93VE,Pseudolarix Amabilis Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:49NGK53TPQ,Sus Scrofa Cerebellum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:49OY13BE7Z,Ostrea Edulis Shell,"material, not a medicine",GSRS substance class structurallyDiverse
K1:49SKT79UB3,Oryctolagus Cuniculus Spinal Cord,"material, not a medicine",GSRS substance class structurallyDiverse
K1:49W168AES4,Eurotium Herbariorum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:49Y788T742,Trifolium Repens Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4A10JR4E7E,Anacardium Occidentale Fruit,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4A4FLA6DZA,Renizgamglogene autogedtemcel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4AF9K48H9O,Cynomorium Coccineum Subsp. Songaricum Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4AJZ4765R9,Banana,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4B28FOZ5UQ,Bluegill,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4B51SRR959,Cyperus Rotundus Tuber,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4B57CWT710,Gebasaxturev,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4BEJ6K4DQ9,Firicabtagene autoleucel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4BXR6YZN92,Senna Alata Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4C38SS0J60,Citrus X Limon Flowering Top Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4CNL65E04H,Epimedium Wushanense Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4D7G21HDBC,Candida Albicans,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4DKJ9B3K2T,Azadirachta Indica Seed Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4E0768623E,Tsuga Canadensis Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4E7YW35Q0H,Prunus Persica Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4E8QL88U6H,Taraxacum Mongolicum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4EE983392U,Sus Scrofa Bile Duct,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4EX119B76E,Ocimum Americanum Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4F1D271XW0,Pulsatilla Vulgaris Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4F35XG0149,Equus Caballus Hair,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4F3W47PLBE,Artichoke,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4F67A99YTF,Lonicera Caprifolium Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4FBM3KR723,Zimislecel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4FY2944729,Pelargonium Sidoides Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4G174V5051,Beta Vulgaris,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4G7DT7PP3L,Brinretigene vesgedparvovec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4G7VTP9FC4,Convallaria Majalis Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4GB5DQR532,Sus Scrofa Cerebrum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4H5RSU087I,Dysphania Ambrosioides Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4I65KLV2A9,Mimosa Pudica,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4IPS17B70T,Egg Yolk,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4IX4VP35CR,Human Herpesvirus 6,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4J2I0SN84Y,Wheat,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4J2TY8Y81V,Strawberry,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4J4DOU3HEK,Green Bell Pepper,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4JS0838828,Trifolium Pratense Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4K7Z7K7SWG,Ustilago Maydis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4K8X931028,Adimlecleucel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4L1B1DW0X8,Bandtooth Conger,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4LS0IJZ59V,Rexlemestrocel-L,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4LVZ0Z0ITT,Nigella Sativa Seed,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4M0784008H,Vibrio Cholerae,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4M1169RWJD,Anemone Patens Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4M543JVT7G,Streptococcus Pneumoniae Type 6b Capsular Polysaccharide Diphtheria Crm197 Protein Conjugate Antigen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4MD2J2T8SJ,Brexucabtagene autoleucel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4MGZ04S7LT,Erythranthe Cardinalis Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4N14V5R27W,Raspberry,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4N9UU1HQKG,Asclepias Incarnata Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4NYV2HT01X,Sanguisorba Officinalis Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4O1FFR8ARN,Pinus Taeda Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4P5BNR11MB,Acer Nigrum Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4P83085QFM,Trichosanthes Kirilowii Seed,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4P8TSC4FR8,DESCARTES 30,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4PIB2155QP,Beef,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4PNW66TTHR,Quercus Robur Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4PW41QCO2M,Boswellia Serrata,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4Q4V6NTZ1F,Coix Lacryma-Jobi Seed,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4SV59689SK,Vaccinia Virus Strain New York City Board of Health Live Antigen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4T1TW8LE2W,Homarus Americanus Digestive Fluid,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4T4453CLX7,Levisticum Officinale Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4T6H12BN9U,Petrolatum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4T81LB52R0,Lolium Perenne Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4U4V2F2E4Y,Chinese Cinnamon Leaf Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4UD6VQR2UP,Cinnamomum Cassia Twig,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4UDO46YBK2,Ipomoea Purga Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4UU2O40RHU,Prademagene zamikeracel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4V023DD7KL,Persimmon,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4V59G5UW9X,Argan Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4V873H15CG,Rubia Cordifolia Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4VBL71TY4Y,Safflower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4VBP01X99F,Cascara Sagrada,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4WAN8PQK15,Neisseria Meningitidis Group Y Capsular Polysaccharide Tetanus Toxoid Conjugate Antigen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4WG8U28833,Garlic Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4WR9DAN53I,Amanita Pantherina Fruiting Body,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4WRK2153H3,Henbane,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4X4HLN92OT,Tribulus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4XTQ10247Y,CHERRY JUICE,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4Y711UM25Y,Oenanthe Crocata Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4ZWP7FWI8W,Treponemic Skin Canker Human,"material, not a medicine",GSRS substance class structurallyDiverse
K1:4ZWY20GTGO,Cladosporium Cladosporioides,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5016WB8B8A,Chaetomium Globosum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:50268139XV,Brucea Javanica Fruit,"material, not a medicine",GSRS substance class structurallyDiverse
K1:503LYG631H,Sheep Wool,"material, not a medicine",GSRS substance class structurallyDiverse
K1:50A63WC635,Summer Flounder,"material, not a medicine",GSRS substance class structurallyDiverse
K1:50D2ZE9219,Melissa Officinalis Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:50J4V3X4H8,Melia Azedarach Fruit,"material, not a medicine",GSRS substance class structurallyDiverse
K1:50JZ5Z98QY,Maritime Pine,"material, not a medicine",GSRS substance class structurallyDiverse
K1:50L35LKK9W,Gentianella Quinquefolia,"material, not a medicine",GSRS substance class structurallyDiverse
K1:50SG618FGN,Diphtherial Respiratory Pseudomembrane Human,"material, not a medicine",GSRS substance class structurallyDiverse
K1:511VMJ8QZ4,Syzygium Cumini Fruit,"material, not a medicine",GSRS substance class structurallyDiverse
K1:51217XIL5L,Lavandula Angustifolia Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:512OYT1CRR,Cocoa Butter,"material, not a medicine",GSRS substance class structurallyDiverse
K1:514B9K0L10,Escherichia Coli,"material, not a medicine",GSRS substance class structurallyDiverse
K1:515610SU8C,Macadamia Nut Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:517Q7XRT2T,Lindera Aggregata Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:51BRR32WPP,Helianthemum Nummularium Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:51FI676N6F,Herring Sperm Dna,"material, not a medicine",GSRS substance class structurallyDiverse
K1:51I6N3XIML,Broussonetia Papyrifera Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:51ME2L7STL,Okra,"material, not a medicine",GSRS substance class structurallyDiverse
K1:52202H034Z#live,RUBELLA VIRUS VACCINE LIVE,"material, not a medicine",GSRS substance class structurallyDiverse
K1:52360307SI,Leuzea Rhapontica Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:52B1340190,Aspidosperma Quebracho-Blanco Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:52B29REC7H,Alternaria Alternata,"material, not a medicine",GSRS substance class structurallyDiverse
K1:52JDS841PX,Illicium Verum Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:52U584F1CA,Guarana,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5307V7XW8I,Bifidobacterium Animalis Lactis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5308ED00EL,Felis Catus Skin,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5329928G5N,Lomatium,"material, not a medicine",GSRS substance class structurallyDiverse
K1:532BCG080L,Juniperus Virginiana Twig,"material, not a medicine",GSRS substance class structurallyDiverse
K1:535787266D,Blatta Orientalis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:535G2ABX9M,Bladderwrack,"material, not a medicine",GSRS substance class structurallyDiverse
K1:536WV61NML,Plasmodium Falciparum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:538Q433GB7,Sus Scrofa Cerebral Cortex,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5398RXP8KU,Fusarium Oxysporum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:53UB5FH7CX,Bryonia Cretica Subsp. Dioica Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:53Y84VPS2W,Prunus Spinosa Flower Bud,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5405K23S50,Solidago Virgaurea Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:544F8MEY0Y,Juniperus Ashei Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5460RYZ91D,Angelica Seed,"material, not a medicine",GSRS substance class structurallyDiverse
K1:54C8E6W6JY,Button Mushroom,"material, not a medicine",GSRS substance class structurallyDiverse
K1:54EC0SE5PZ,Streptococcus Pneumoniae Type 1 Capsular Polysaccharide Diphtheria Crm197 Protein Conjugate Antigen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:54UN9R2798,Carya Ovata Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5543O0CEID,Populus Tremuloides Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:557II4LLC3,Fennel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:55862Q3XEU,Achillea Millefolium Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:55DGS3F5YG,Arctium Lappa Root Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:55DP96JT7A,Symphoricarpos Albus Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:55G8SQ543S,Cowhage,"material, not a medicine",GSRS substance class structurallyDiverse
K1:55H0W83JO5,Formica Rufa,"material, not a medicine",GSRS substance class structurallyDiverse
K1:55J167EEON,Catechu,"material, not a medicine",GSRS substance class structurallyDiverse
K1:55L3XLO37E,Ephedra Sinica Stem,"material, not a medicine",GSRS substance class structurallyDiverse
K1:55OE7WF161,Bacillus Megaterium,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5610HF69OB,Trigonella Foenum-Graecum Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:565ZR7YWT0,Silene Laciniata Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:56687D1Z4D,Pomegranate,"material, not a medicine",GSRS substance class structurallyDiverse
K1:568ZVX88G6,Betula Pendula Wood,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5694HE17ZQ,Ascaris Lumbricoides,"material, not a medicine",GSRS substance class structurallyDiverse
K1:56GUI1LUO7,Chrysops Vittatus Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:56K0VVT47P,Bryonia Alba Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:56W138ID6K,Acer Negundo Root Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:56X6LID5ZY,Proteus Morganii,"material, not a medicine",GSRS substance class structurallyDiverse
K1:57586C96ZL,Parkinsonia Florida Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:575DY8C1ER,Aloe Vera Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:576980937I,Pleione Bulbocodioides Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:577VA5B4HP,Sorghum Halepense Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:578389D6D0,Clove Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:57BTU4547U,Quercus Macrocarpa Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:57F7254B6Q,Streptococcus Pneumoniae Type 6b Capsular Polysaccharide Antigen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:57KIJ4772H,Artemisia Ludoviciana Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:57L1Z5378K,Dermatophagoides Pteronyssinus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:57X4TSH58S,Centaurium Erythraea,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5811MI029U,Agrimonia Eupatoria Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:58A14F2L60,Sinapis Arvensis Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:58FMD0Q0EV,Parsley,"material, not a medicine",GSRS substance class structurallyDiverse
K1:59070I8M63,Pinus Sylvestris Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:59150S2EOG,Lophophytum Leandrii,"material, not a medicine",GSRS substance class structurallyDiverse
K1:591BV50NV8,Chlorella Pyrenoidosa,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5928LJ1441,Populus Deltoides Subsp. Monilifera Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5964J742O8,Geotrichum Candidum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:59677RXH25,Equisetum Hyemale,"material, not a medicine",GSRS substance class structurallyDiverse
K1:597E9BI3Z3,Arctium Lappa Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:597LBL467J,Formosan Sweet-Gum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:597RLJ09RG,Sus Scrofa Bone,"material, not a medicine",GSRS substance class structurallyDiverse
K1:599O6K8K81,Abelmoschus Moschatus Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:59CH355QGQ,Centaurea Solstitialis Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:59H16CDI5E,Phyllolobium Chinense Seed,"material, not a medicine",GSRS substance class structurallyDiverse
K1:59WJ3TGA5K,Rilimogene galvacirepvec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5A3Y60049Z,Felis Catus Milk,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5A9KE2L9L3,Orange Juice,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5AN5LR8L3F,Artemisia Frigida Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5AZ4S6N66F,Melaleuca Alternifolia Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5AZZ2GHR69,Sus Scrofa Parasympathetic Nerve,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5BFC8LZ6LQ,Hepatitis A Virus Strain HM175 Antigen (FORMALDEHYDE INACTIVATED),"material, not a medicine",GSRS substance class structurallyDiverse
K1:5BGG872373,Carya Laciniosa Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5BIA40E9ED,Lemongrass Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5C5403N26O,Acacia,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5C7J33MJJ1,Streptococcus Mutans,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5CIT1X6U5V,Melon,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5CXP06X16D,Camellia Japonica Flower Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5D48E975HA,Prunus Serotina Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5EF0HWI5WU,Baptisia Tinctoria Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5ENR9SAN1W,Ilex Aquifolium Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5ERQ90UTGC,Ehrlichia Chaffeensis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5EVU04N5QU,Orange,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5F5728J5E8,Plantago Asiatica Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5F658PFU56,Hyacinthoides Non-Scripta,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5G7820U646,Leptinotarsa Decemlineata,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5G78C6GB5E,Ailanthus Altissima Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5GP3N2YX96,Lasmecabtagene timgedleucel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5HBV6WCE3N,Thuja Occidentalis Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5HOC10FSIC,Beef Kidney,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5HW39H9KDH,Betula Pendula Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5I0R0U8ZL0,Crassostrea Gigas Shell,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5IH4D25X1Q,Norwalk Virus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5J340B7H82,Fragaria Vesca Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5J7KGY73BE,Cirsium Arvense Stem,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5JH60A416W,Moringa Oleifera Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5K0VU709JD,Streptococcus Pneumoniae Type 19f Capsular Polysaccharide Antigen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5K1UO2888Y,Baptisia Tinctoria,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5KEZ82GMGU,Ruscus Aculeatus Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5KQR6FTT0D,Ptelea Trifoliata Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5M338IN22E,Mustard Greens,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5M609NV974,Magnolia Officinalis Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5MG5Z946UO,Carob,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5N1WD9784U,Lonicera Caprifolium Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5NF60V72O5,Canarium Album Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5NXR7DJ9WO,Coleus Forskohlii Root Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5O59RMR6DU,Melaleuca Cajuputi Leaf Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5O7CR4P444,Solenopsis Invicta,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5P8D0Z74RG,Avena Sativa Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5PM50140E4,Calendula Arvensis Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5PO6NN3RRJ,Lettuce,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5PWM7YLI7R,Barley,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5Q01F7TPJJ,Populus Tremula Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5Q1I94P4WG,Rose Geranium Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5Q246DS5BS,Liquidambar Styraciflua Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5Q5PRH05GI,Ofranergene obadenovec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5Q6Y7K4846,Mentha Pulegium Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5Q768OY0GI,Streptococcus Pneumoniae Type 9v Capsular Polysaccharide Diphtheria Crm197 Protein Conjugate Antigen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5QIU26R6P1,Achyranthes Bidentata Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5QUO05548Z,Oil Palm,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5R6HPB294Y,Holarrhena Antidysenterica,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5S25H8GOFC,Lilium Longiflorum Bulb,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5S29HWU6QB,Ceylon Cinnamon,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5S8I11UZ7P,Trapa Bicornis Seed,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5SKG37872O,Streptococcus Pneumoniae Type 5 Capsular Polysaccharide Diphtheria Crm197 Protein Conjugate Antigen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5T6S1T25EB,Terminalia Arjuna Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5TXQ46WBCE,Bindweed,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5U38E02853,Campylobacter Jejuni,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5UAU16Z1U4,Scabies Lesion Lysate (HUMAN),"material, not a medicine",GSRS substance class structurallyDiverse
K1:5UWX3W0MAN,Magnolia Denudata Flower Bud,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5V2WV5E8ZJ,Tesrivetcel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5VM709H93V,Prickly Pear Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5W5Y77N8W9,Rudbeckia Hirta Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5W6JAI84OI,Allenrolfea Occidentalis Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:5WE8P977RQ,Hydrolysed Bovine Collagen (ENZYMATIC; 3500 MW),"material, not a medicine",GSRS substance class structurallyDiverse
