K1:73Y7P0K73Y	alpha-lipoic-acid	tier1
K1:742SXX0ICT	tadalafil	tier1
K1:74O62BB01U	lixisenatide	tier1
K1:74T7185BMM#cdon	inebilizumab-cdon	tier2
K1:74X82ST8Q1#dlle	tarlatamab-dlle	tier2
K1:75IZZ8Y727	camphor-oil	tier1
K1:75OCL1SPBQ	gabapentin-enacarbil	tier1
K1:7662KG2R6K	lubiprostone	tier2
K1:768M1V522C	cidofovir	tier2
K1:76LA80IG2G	glucagon	tier1
K1:76W6J0943E	flutamide	tier1
K1:77W477J15H	chlorothiazide	tier1
K1:78E4J5IB5J	mitotane	tier1
K1:78O20X9J0U	canrenone	tier1
K1:78YC2MAX4O	gamma-linolenic-acid	tier2
K1:7C00L34NB9	seladelpar-lysine	tier2
K1:7C782967RD	ampicillin	tier2
K1:7CVR7L4A2D	maltodextrin	tier1
K1:7D0YB67S97	abatacept	tier1
K1:7GB7U7M282	beta-alanine	tier1
K1:7GR28W0FJI	dacarbazine	tier2
K1:7GR9I2683O	mecasermin	tier1
K1:7H6TM3CT4L	oxandrolone	tier1
K1:7HU6337315	kelp	tier1
K1:7I64C51O16	ziconotide	tier1
K1:7IGF0S7R8I	calcium-phytate	tier2
K1:7J8897W37S	dronabinol	tier1
K1:7JX9WZ3SJ5	colchicine	tier1
K1:7K383OQI23	zolpidem	tier1
K1:7K5O7P6QIU#lpyl	loncastuximab-tesirine-lpyl	tier2
K1:7KV510R6H6	nerium-oleander-leaf	tier2
K1:7LA4O6Q0D3	quizartinib	tier2
K1:7LKK855W8I	letrozole	tier1
K1:7MNE9M8287	sulpiride	tier2
K1:7NFE54O27T	toremifene-2	tier2
K1:7OV03QG267	nickel	tier2
K1:7P6FQA5D21	ceftaroline-fosamil	tier2
K1:7PCM518YLR	efmoroctocog-alfa	tier2
K1:7PG89G35Q7	icatibant	tier1
K1:7PV0B6ED98	technetium-tc-99m-mebrofenin-kit	tier2
K1:7Q3P4BS2FD	lisinopril	tier1
K1:7QWA1RIO01	alpha-tocopherol	tier2
K1:7RN5DR86CK	pazopanib	tier2
K1:7S5I7G3JQL	dexamethasone	tier1
K1:7S82P3R43Z	apis-mellifera	tier2
K1:7SCP4N87CI	clematis-vitalba-flower	tier2
K1:7SQY4ZUD30	dinutuximab	tier1
K1:7U1EE4V452	iron-pentacarbonyl	tier2
K1:7U370BPS14	dichlorvos	tier2
K1:7U75I1278D	cefoperazone	tier1
K1:7UJQ5OPE7D	bicarbonate	tier1
K1:7V6HE3DM5A	ocriplasmin	tier2
K1:7VYX4ELWQM	perfluorohexyloctane	tier2
K1:7W6DL7H397	chromium-acetate	tier1
K1:7WY7YBI87E	sodium-phenylbutyrate	tier1
K1:7Z6522T8N9	testosterone-enanthate	tier1
K1:8021PR16QO	l-theanine	tier1
K1:80EHD8I43D	aluminum-acetate	tier1
K1:80M03YXJ7I	valsartan	tier1
K1:811W19E3OL	flotufolastat-f-18-gallium	tier2
K1:820484N8I3	histamine	tier2
K1:8237F3U7EH	rucaparib	tier1
K1:82KUB0583F	lomitapide	tier1
K1:82S8X8XX8H	ruxolitinib	tier1
K1:82VFR53I78	aripiprazole	tier2
K1:831AQW699W	bifidobacterium-longum	tier1
K1:83619PEU5T	pramipexole	tier1
K1:839I73S42A	liraglutide	tier1
K1:83F04L6KZ4	alnus-glutinosa-leaf	tier2
K1:83HN0GTJ6D	cyclosporine	tier1
K1:83J78V5W05	nomegestrol-acetate	tier2
K1:8406EY2OQA	cobalamin-2	tier2
K1:85H0HZU99M	povidone-iodine	tier2
K1:864G646I84	lithium-bromide	tier2
K1:877K0XW47A	betamethasone-benzoate	tier2
K1:87GWG91S09	elamipretide	tier1
K1:87LA6FU830	tofacitinib	tier1
K1:87T4T8BO2E	rotigotine	tier1
K1:884KT10YB7	ranitidine	tier1
K1:88TWF8015Y	carbetocin	tier2
K1:890E37NHMV	erdafitinib	tier2
K1:89BT58KELH	boceprevir	tier2
K1:89IEJ09R73	giardia-lamblia	tier2
K1:89NA02M4RX	pectin	tier1
K1:89T13OHQ2B	agar	tier2
K1:89Y4M234ES	bacitracin-zinc	tier2
K1:8C3Z4148WZ	sodium-alginate	tier2
K1:8CF93KW41W	bacillus-subtilis	tier2
K1:8DUH1N11BX	tryptophan	tier1
K1:8E05T07Z6W	iptacopan	tier2
K1:8ETK1WAF6R	thiethylperazine	tier1
K1:8FB1K07F16	prothrombin	tier2
K1:8FG9H9D31J	tafamidis-2	tier2
K1:8G388563M7	telotristat-ethyl	tier1
K1:8GTS82S83M	diphenhydramine	tier1
K1:8GZG754X6M	gemtuzumab-ozogamicin	tier1
K1:8HR4QJ6DW8	mometasone-2	tier2
K1:8I7IO46IVQ	saxagliptin	tier1
K1:8ID597Z82X	calcium-alpha-ketoglutarate	tier1
K1:8JXN261VVA	toripalimab	tier1
K1:8K80YB5GMG	rilonacept	tier1
K1:8KK8CQ2K8G	niclosamide	tier1
K1:8KQ660G60G	carbimazole	tier2
K1:8L22ANN83S	astaxanthin	tier1
K1:8L5014XET7	terazosin	tier2
K1:8LGU7VM393	rosemary-oil	tier2
K1:8M1YF8951V	ceforanide	tier1
K1:8M4L3H2ZVZ	sodium-nitrate-2	tier1
K1:8MDF5V39QO	sodium-bicarbonate	tier1
K1:8MYC33932O	lipase	tier2
K1:8N6VTJ9IWV	iris-x-germanica-root	tier2
K1:8PI54V663Y	oatmeal	tier1
K1:8QS6WCL55Z	homatropine	tier2
K1:8SKN0B0MIM	benzoic-acid	tier2
K1:8SSC91326P	donepezil	tier1
K1:8UHN1I06UP	hura-crepitans-sap	tier2
K1:8VZV102JFY	fluconazole	tier2
K1:8W1IQP3U10	olmesartan	tier1
K1:8XPW32PR7I	astaxanthin-2	tier1
K1:8YE5ABM3A9	berotralstat	tier2
K1:9013DUQ28K	anakinra	tier1
K1:901AS54I69	ramelteon	tier1
K1:905Z5W3GKH	thiotepa	tier2
K1:9060PRM18Q	cats-claw	tier2
K1:90ENL74SIG	safinamide	tier2
K1:90I02KLE8K	dydrogesterone	tier1
K1:90IQR2I6TR	sugemalimab	tier2
K1:90Y4QC304K	ketoprofen	tier1
K1:90Z2UF0E52	mepolizumab	tier1
K1:90ZX3Q3FR7	risankizumab	tier1
K1:9100L32L2N	metformin	tier1
K1:9169LW451G	bos-taurus-uterus	tier2
K1:917J3173FT	milk	tier1
K1:91MBZ8H3QO	sodium-borate	tier2
K1:91W6Z2N718	cefotiam	tier1
K1:91X1KLU43E	golimumab	tier1
K1:9242ECW6R0	mycophenolate-mofetil	tier2
K1:934T64RMNJ	metamizole	tier1
K1:935E97BOY8	vitamin-b9	tier1
K1:938DNF64FO	programmed-cell-death-protein-1	tier2
K1:939U7C91AI	solriamfetol	tier1
K1:93T0T9GKNU	enzalutamide	tier1
K1:941N5DUU5C	sevelamer	tier1
K1:94255I6E2T	sodium-phosphate-dibasic-dihydrate	tier2
K1:947UNF3Z6O	cadmium-sulfate	tier2
K1:94F3830Q73	doxapram	tier2
K1:94H892992X	sarcolysine-d	tier2
K1:94ZLA3W45F	l-arginine	tier1
K1:95D580798S	sodium-picosulfate	tier2
K1:95M8R751W8	orlistat	tier1
K1:9601IVB87J	lacticaseibacillus-rhamnosus	tier2
K1:96265TNH2R	gedatolisib	tier1
K1:9679TC07X4	iodine	tier1
K1:968JKA7T33	lysozyme	tier2
K1:96K6UQ3ZD4	sucralose	tier1
K1:982XCM1FOI	tolbutamide	tier1
K1:9842X06Q6M	betamethasone	tier1
K1:98689CD777	taxus-baccata-fruit	tier2
K1:98881NCP5R	cryptenamine-tannates	tier1
K1:98DE7VN88D	mirvetuximab-soravtansine	tier2
K1:98H1T17066	pasireotide-diaspartate	tier1
K1:98PI200987	lidocaine	tier1
K1:9913I24QEE	lactobacillus-reuteri	tier1
K1:9927MT646M	basiliximab	tier1
K1:9A1222NBG4	almitrine	tier1
K1:9AG41L3AOQ	gallium-ga-68-gozetotide	tier2
K1:9B1J4V995Q	carvacrol	tier2
K1:9BK3JK3ETK	tapentadol	tier1
K1:9C60Y73166	psyllium	tier1
K1:9CXQ3PF69U	imlunestrant	tier1
K1:9DLQ4CIU6V	proline-2	tier2
K1:9G64RSX1XD	captopril	tier1
K1:9HW64Q8G6G	everolimus	tier1
K1:9IKM0I5T1E	quercetin	tier1
K1:9IT35J3UV3	antimony	tier2
K1:9KJL21T0QJ	linoleic-acid-2	tier2
K1:9L0Q8KK220	delgocitinib	tier1
K1:9LHU78OQFD	lovastatin	tier1
K1:9LSH52S3LQ	dichloroacetic-acid	tier1
K1:9LT1BRO48Q	tolazamide	tier1
K1:9MG78X43ZT	indinavir	tier2
K1:9N1RM2S62C	rumex-crispus-root	tier2
K1:9NDF7JZ4M3	rivaroxaban	tier1
K1:9P1872D4OL	exenatide	tier1
K1:9P2U39H18W	bilberry	tier1
K1:9PHQ9Y1OLM	prednisolone	tier1
K1:9QAU17N705	chromium	tier1
K1:9R3D3Y0UHS#lvlr	elapegademase-lvlr	tier2
K1:9R858U917W	cynanchum-vincetoxicum-root	tier2
K1:9RV78Q2002	vedolizumab	tier1
K1:9S44LIC7OJ	norethindrone-acetate	tier2
K1:9SC4O216V9	interleukin-10	tier1
K1:9U35A31JAI	dordaviprone	tier2
K1:9U6A490501	vitamin-e	tier1
K1:9U7D5QH5AE	lactulose	tier2
K1:9W945B5H7R	skatole	tier2
K1:9WS5RD66HZ	simeprevir	tier1
K1:9X8XFD5ZQX	castor-fiber-scent-gland-secretion	tier2
K1:9Y8NXQ24VQ	propranolol	tier1
K1:9Y9727LS4D	turoctocog-alfa-pegol	tier2
K1:9YCX42I8IU	sevelamer-carbonate	tier2
K1:9ZOQ3TZI87	sorafenib	tier1
K1:A034SE7857	vitamin-k	tier1
K1:A0426J905J	secretin-human	tier2
K1:A051Q2099Q	mirtazapine	tier2
K1:A0JWA85V8F	atorvastatin	tier1
K1:A0TKE4ZO0S	cinnamomum-camphora-leaf	tier2
K1:A0Z3NAU9DP	bicalutamide	tier1
K1:A10SJL62JY	ocrelizumab	tier1
K1:A195V20H7A	white-rice	tier1
K1:A20F9XAI7W	acrivastine	tier2
K1:A3ULP0F556#aagh	eculizumab-aagh	tier2
K1:A4028U842W	fibrinolysin	tier2
K1:A4VZ22K1WT	coumarin	tier1
K1:A57KX1VL5P	albutrepenonacog-alfa	tier2
K1:A61RXM4375	bexarotene	tier1
K1:A6IEZ5M406	ranolazine	tier1
K1:A74586SNO7	clopidogrel	tier2
K1:A7V27PHC7A	quinine-sulphate	tier1
K1:A8910SQJ1U	solifenacin-2	tier2
K1:A9A0O6FB4H	lenacapavir	tier2
K1:AAN7QOV9EA	icosapent	tier1
K1:AC20PJ4101	haloperidol-decanoate	tier2
K1:AC71R787OV	eptacog-alfa	tier2
K1:ADN3S497AZ	miglustat	tier2
K1:AE28F7PNPL	methionine	tier2
K1:AG9MHG098Z	zanubrutinib	tier1
K1:AGG2FN16EV	simvastatin	tier1
K1:AHW6F0T2X0	trillium-erectum-root	tier2
K1:AIW6036FAS	eteplirsen	tier2
K1:AMF7KOE318	technetium-99mtc-fanolesomab	tier1
K1:AQ316B4F8C	blonanserin	tier2
K1:AQN7K24KQU	beremagene-geperpavec	tier2
K1:ASW034S0B8	atomoxetine	tier1
K1:AVK0I6HY2U	abaloparatide	tier1
K1:B07L15YAEV	arbutamine	tier1
K1:B0P231ILBK	toremifene	tier1
K1:B22547B95K	sodium-citrate	tier2
K1:B4R1EZ1R1D	buckthorn	tier2
K1:B575563DM5	sinusitisinum	tier2
K1:B697894SGQ	polyethylene-glycol-400	tier2
K1:B6E7K36KT8#bkbj	cenegermin-bkbj	tier2
K1:B72HH48FLU	infliximab	tier1
K1:B72HH48FLU#abda	infliximab-abda	tier2
K1:B72HH48FLU#qbtx	infliximab-qbtx	tier2
K1:B8WCK70T7I	trehalose	tier1
K1:B970MQT365	streptococcus-pneumoniae-type-19a-capsular-polysaccharide-diphtheria-crm197-protein-conjugat	tier1
K1:BBX060AN9V	hydrogen-peroxide	tier1
K1:BEA68ZVB2K	eslicarbazepine-acetate	tier1
K1:BG3F62OND5	carboplatin-2	tier2
K1:BGF9MN2HU1	fenofibric-acid	tier1
K1:BHV525JOBH	doripenem	tier2
K1:BI896CKT6B	potentilla-erecta-root	tier2
K1:BIA2SO6F5B	goats-rue	tier2
K1:BK9092J5MP	viscum-album-fruiting-top	tier2
K1:BL03SY4LXB	nortriptyline	tier1
K1:BN2DNW66IQ	aedes-taeniorhynchus	tier2
K1:BOW48C81XP	piper-methysticum-root	tier2
K1:BQM438CTEL	epigallocatechin-gallate	tier1
K1:BQN1B9B9HA	potassium-carbonate	tier1
K1:BRL1C2459K	amlexanox	tier1
K1:BTY153760O	ixekizumab	tier1
K1:C045TQL4WP	phentermine	tier1
K1:C151H8M554	sodium-ferric-gluconate-complex	tier2
K1:C1LJO185Q9	oxitriptan	tier2
K1:C2QI4IOI2G	medroxyprogesterone	tier1
K1:C3VX249T6L	ravulizumab	tier2
K1:C43C467DPE	ceftizoxime	tier2
K1:C5529G5JPQ	ginger	tier1
K1:C5QA4GLR9M	fluspirilene	tier2
K1:C5W04GO61S	tiopronin	tier2
K1:C6CNB75R61	scutellaria-lateriflora-top	tier2
K1:C6V6S92N3C	zirconium	tier2
K1:C780YUS9YI	eflornithine	tier2
K1:C9642I91WL	eyebright	tier2
K1:CC9149U2QX	sodium-ferric-gluconate-complex-2	tier2
K1:CD35PMG570	oxycodone	tier1
K1:CG6IX3GCMU	alpine-strawberry	tier2
K1:CGS5KI3Q2M	streptococcus-pneumoniae-type-4-capsular-polysaccharide-antigen	tier1
K1:CI0FAO63WC	cefdinir	tier2
K1:CIF6334OLY	tolcapone	tier1
K1:CL2T97X0V0	carbon-tetrachloride	tier2
K1:CLV24I3T1D	punica-granatum-root-bark	tier2
K1:CMJ753697I	verbena-hastata-top	tier2
K1:CRS35BZ94Q	desflurane	tier1
K1:CUQ3A77YXI	ginseng	tier1
K1:CX3T89XQBK	romidepsin	tier2
K1:CZ5312222S	nicardipine	tier2
K1:CZD6M4PY4B	ornithogalum-umbellatum-flowering-top	tier2
K1:D2UX06XLB5	pomalidomide	tier1
K1:D2YCN1I522	shark-cartilage	tier2
K1:D51WO0G0L4	clorazepate	tier2
K1:D5340Y2I9G	castor-oil	tier2
K1:D60E3WIF5Y	fibrinolysin-human	tier2
K1:D6G49OV9IM	northern-quahog	tier2
K1:D733ET3F9O	crisantaspase	tier2
K1:D83282DT06	flucytosine	tier2
K1:D8TST4O562	pantoprazole	tier2
K1:D9108TZ9KG	cocoa	tier1
K1:D933668QVX	insulin-aspart	tier1
K1:D959AE5USF	clofazimine	tier1
K1:DB1041CXDG	belantamab-mafodotin	tier1
K1:DBD2HM3I4V	dorocubicel	tier2
K1:DE2O63YV8R	finerenone	tier1
K1:DEW6X41BEK	tildrakizumab	tier1
K1:DH2M523P0H	genistein	tier1
K1:DJO934BRBD	alfalfa	tier2
K1:DL82PE6ANE	streptococcus-pneumoniae-type-9v-capsular-polysaccharide-antigen	tier1
K1:DLE8519RWM	enfortumab-vedotin	tier2
K1:DLG4EML025	secukinumab	tier1
K1:DPB8FH5AXT	benazepril	tier1
K1:DPT0O3T46P	pembrolizumab	tier1
K1:DQ448MW7KS	palivizumab	tier2
K1:DQA630RIE9	reteplase	tier2
K1:DRB57K47QC	celiprolol	tier2
K1:DU69T8ZZPA	rifamycin	tier1
K1:DUP6W562BM	sus-scrofa-oral-mucosa	tier1
K1:E026V904RL	laninamivir-octanoate	tier2
K1:E1UOL152H7	iron-powder	tier1
K1:E211KPY694	botulinum-toxin-type-a	tier1
K1:E211KPY694#lanm	daxibotulinumtoxina-lanm	tier1
K1:E2O4O7TQYK	asarum-canadense-root	tier1
K1:E3B2GI648A	belatacept	tier1
K1:E3VE9L071S	econazole	tier2
K1:E6839Q6DO1	viscum-album-whole	tier2
K1:E6GNX3HHTE	brimonidine	tier2
K1:E6S1NJ4Y5Q	cellulose-sodium-phosphate	tier1
K1:E750O06Y6O	hesperidin	tier1
K1:E849G4X5YJ	saffron	tier2
K1:E90NZP2L9U	digitoxin	tier2
K1:E934B3V59H	calcium-sulfate-anhydrous	tier2
K1:E9NGC49E0T	indium	tier2
K1:EAO03PE1TC	sodium-nitroprusside-2	tier1
K1:EE083865G2	lenvatinib	tier1
K1:EF0NX91490	pentagastrin	tier2
K1:EF626V855K	malus-domestica-flower	tier2
K1:EFY6W0M8TG	leuprolide	tier1
K1:EGP8L81APK	lumacaftor	tier2
K1:EL55307L15	ancrod	tier2
K1:EM5OCB9YJ6	abiraterone	tier1
K1:EM5RP35463	radish	tier2
K1:ENR1LLB0FP	desmopressin	tier1
K1:EOR26LQQ24	ezetimibe	tier1
K1:EPP8G99QG4	atidarsagene-autotemcel	tier2
K1:EW5GL2X7E0	favipiravir	tier2
K1:F0R1QK73KB	cobamamide	tier2
K1:F446C597KA	triamcinolone-acetonide	tier1
K1:F4YU4LON7I	tenofovir-disoproxil	tier2
K1:F5SXN2KNMR	pixantrone	tier2
K1:F60NE4XB53	imetelstat	tier1
K1:F7LTH1E20Y	arginine-hydrochloride	tier1
K1:F8VB5M810T	tetracycline	tier2
K1:F93UJX4SWT	ticarcillin	tier2
K1:F9NUX55P23	azilsartan	tier1
K1:FA0UYH6QUO	flupentixol-z	tier2
K1:FB33469R8E	estriol	tier1
K1:FC604DJ98E	ligustrum-vulgare-whole	tier2
K1:FEN504330V	nadolol	tier2
K1:FF28EJQ494	promethazine	tier1
K1:FF9X0205V2	tibolone	tier2
K1:FJL3XFK3N8	erodium-cicutarium	tier2
K1:FM6A2627A8	elacestrant	tier1
K1:FMU62K1L3C	fluphenazine-decanoate	tier2
K1:FO2303MNI2	dimethyl	tier1
K1:FO2ACM0RMQ	vaccinium-vitis-idaea-leaf	tier2
K1:FU21S769PF	temoporfin	tier2
K1:FU77B4U5Z0	ustekinumab	tier1
K1:FU77B4U5Z0#aauz	ustekinumab-aauz	tier2
K1:FXS1BY2PGL	mercury	tier2
K1:FYS6T7F842	adalimumab	tier1
K1:FYS6T7F842#aacf	adalimumab-aacf	tier2
K1:FYS6T7F842#ryvk	adalimumab-ryvk	tier2
K1:FYY3R43WGO	minocycline	tier1
K1:G162GK9U4W	leflunomide	tier1
K1:G22N65IL3O	pacritinib	tier1
K1:G2AE2VE07O	revefenacin	tier2
K1:G2M7P15E5P	polyethylene-glycol-3350	tier2
K1:G2SH0XKK91	vitamin-a	tier1
K1:G4AG71204O	bendazac	tier1
K1:G4FQ3CKY5R#rywn	asparaginase-erwinia-chrysanthemi-rywn	tier2
K1:G538EBV4VF	sodium-chlorite	tier2
K1:G5MUV8139H	zipeprol	tier1
K1:G69Z98951Q	omaveloxolone	tier1
K1:G8RGG88B68	peginterferon-alfa-2b	tier2
K1:G9ZF61LE7G	palbociclib	tier1
K1:GAN16C9B8O	glutathione	tier1
K1:GCU97FKN3R	valganciclovir	tier2
K1:GE2T1418SV	umeclidinium	tier2
K1:GEB06NHM23	metoprolol	tier1
K1:GFX7QIS1II	insulin-lispro	tier1
K1:GFX7QIS1II#aabc	insulin-lispro-aabc	tier1
K1:GG1LBM463S	rapacuronium	tier1
K1:GHJ5XX5SGS	virola-sebifera-resin	tier2
K1:GK1LYB375A	tralokinumab	tier1
K1:GLH0314RVC	ticagrelor	tier2
K1:GMW67QNF9C	leucine-2	tier1
K1:GNN1DV99GX	penicillamine	tier1
K1:GNWE7KJ995	sutimlimab	tier2
K1:GO1N1ZPR3B	acetaldehyde	tier2
K1:GPV39ZGD8C	varicella-zoster-virus-strain-oka-merck-live-antigen-2	tier2
K1:GR120KRT6K	vigabatrin	tier2
K1:GRZ5RCB1QG	venlafaxine	tier2
K1:GU56C842ZA	lormetazepam	tier2
K1:GVV4Z879SP	sertindole	tier1
K1:GXZ33VNT92	gentiana-scabra-root	tier2
K1:GZK92PJM7B	zinc-valerate	tier2
K1:H0G9379FGK	calcium-carbonate	tier1
K1:H1250JIK0A	clarithromycin	tier2
K1:H16A5VCT9C	testosterone-undecanoate	tier1
K1:H20847G0I0	methiodal	tier1
K1:H2T307KMZR	amprolium-ion	tier2
K1:H2ZEY72PME	zinc-acetate-anhydrous	tier2
K1:H3LE856W64	urea	tier2
K1:H6241UJ22B	selenium	tier1
K1:H645GUL8KJ	lisdexamfetamine	tier1
K1:H68BP06S81	levocabastine	tier2
K1:H82Q2D5WA7	frovatriptan-2	tier2
K1:H84E4Y7HC9	halofuginone	tier1
K1:H9NOI61UH1	streptococcus-pneumoniae-type-1-capsular-polysaccharide-antigen	tier1
K1:H9Y79VD43J	strychnine	tier2
K1:HC95205SY4	tienilic-acid	tier1
K1:HDC1R2M35U	empagliflozin	tier1
K1:HG18B9YRS7	valine-2	tier1
K1:HJ30158L57	colchiceine	tier1
K1:HO3OGH5D7I	nelfinavir	tier2
K1:HO7QAP3XEF	sotalol	tier2
K1:HU9DX48N0T	mycophenolic-acid	tier1
K1:HUM6H389W0	azlocillin	tier1
K1:HW8W27HTXX	iodixanol	tier2
K1:HX1032V43M	sodium-thiosulfate	tier1
K1:I031V2H011	tocilizumab	tier1
K1:I0BGE6P6I6	regdanvimab	tier1
K1:I0VM4M70GC	dabigatran	tier1
K1:I35E9QU96C	scarlet-red	tier2
K1:I42748ELQW	acalabrutinib	tier1
K1:I43D0296P8	nebivolol	tier1
K1:I5I8VB78VT	erenumab	tier2
K1:I5M8YK41GK	myristalkonium-ion	tier2
K1:I5Y540LHVR	cocaine	tier1
K1:I60W9520VV	vadadustat	tier2
K1:I6393O0922	latanoprostene-bunod	tier2
K1:I66ZZ0ZN0E	troglitazone	tier1
K1:I6B4B2U96P	vildagliptin	tier2
K1:I8309403R0	peginterferon-beta-1a	tier2
K1:I8RA3543SY	onatasertib	tier1
K1:I9O0E3H2ZE	paraffin	tier1
K1:I9ZF7L6G2L	nifedipine	tier1
K1:IFJ010MNE4	hepatitis-b-virus-hbsag-surface-protein-antigen	tier2
K1:IGL471WQ8P	cantharidin	tier1
K1:IN5W64L102	glutethimide	tier1
K1:ISP4442I3Y	baricitinib	tier1
K1:ISQ9I6J12J	linezolid	tier2
K1:IT942ZTH98	curcumin	tier1
K1:ITX08688JL	quinidine	tier2
K1:IU5QR144QX	estrogens-conjugated	tier1
K1:IWW5FV6NK2	hexachlorophene	tier1
K1:IY9XDZ35W2	anhydrous-dextrose	tier1
K1:J06Y7MXW4D	deferoxamine	tier1
K1:J0E2756Z7N	irbesartan	tier1
K1:J0F5GM8LA8	jatropha-curcas-seed	tier2
K1:J2KLZ20U1M	azithromycin	tier2
K1:J2Y905FQ57	thioctic-acid	tier1
K1:J3O020I532	ulmus-procera-flowering-twig	tier2
K1:J3TO6BUQ37	cajuput-oil	tier2
K1:J3TZF807X5	malic-acid	tier2
K1:J411UTU0HN	viburnum-prunifolium-bark	tier2
K1:J41CSQ7QDS	zinc	tier1
K1:J65BV539M3	deuterium-oxide	tier1
K1:J712EO9048	triclofos	tier1
K1:J7I2T6IV1N	spearmint	tier2
K1:JAC85A2161	adenine	tier2
K1:JCX84Q7J1L	celecoxib	tier1
K1:JFU09I87TR	voriconazole	tier1
K1:JHC049LO86	alogliptin	tier1
K1:JK8U8K4D6K	betaine-nitrate	tier1
K1:JL5DK93RCL	melatonin	tier1
K1:JM8C1SFX0U	danicopan	tier2
K1:JMS50MPO89	losartan	tier1
K1:JOS53KRJ01	inulin	tier1
K1:JR0N7XD5GZ	quinestrol	tier1
K1:JTJ6HH6YEH	caulophyllum-thalictroides-root	tier2
K1:JU4MC5ZQ7G	moxifloxacin	tier2
K1:JUP57A8EPZ	camizestrant	tier2
K1:JUT23379TN	inamrinone	tier2
K1:JVR38ZM64B	daprodustat	tier1
K1:JZ963P0DIK	pimavanserin	tier1
K1:K08036XEJV	horehound	tier2
K1:K0N0Z40J3W	diroximel	tier1
K1:K0U68Q2TXA	repository-corticotropin	tier1
K1:K110K1B1VE	diclazuril	tier2
K1:K16AIQ8CTM#dpzb	pertuzumab-dpzb	tier2
K1:K20Y81ACO3	ambrosia-artemisiifolia-pollen	tier2
K1:K2J09EMJ52	phenazopyridine	tier1
K1:K3D9A0ICQ3	atacicept	tier1
K1:K3Z4F929H6	lysine	tier2
K1:K50XQU1029	nitrous-oxide	tier1
K1:K54ZMM929K	abamectin-b1a	tier2
K1:K7O76887AP	nonoxinol	tier2
K1:K7Q1JQR04M	dinoprostone	tier2
K1:K848JZ4886	l-cysteine	tier2
K1:K9X45X0051	anagrelide	tier2
K1:KCU0C7RS7Z	velpatasvir	tier2
K1:KE3U2023NP	poractant-alfa	tier2
K1:KGZ1SLC28Z	beclometasone	tier2
K1:KR5YZ6AE4B	deflazacort	tier1
K1:KXG2PJ551I	avelumab	tier1
K1:KXI2J76489	iodoform	tier2
K1:KXO2KT9N0G	pravastatin	tier1
K1:L01Q4LGZ5L	proline	tier1
K1:L0378Q1565	corticotropin-zinc-hydroxide	tier1
K1:L11K75P92J	calcium-phosphate-dibasic	tier2
K1:L1M1U2HC31	grepafloxacin	tier1
K1:L35JN3I7SJ	ramipril	tier1
K1:L479H0RS38	buxus-sempervirens-leafy-twig	tier2
K1:L4C1UY2NYH	inavolisib	tier1
K1:L628TT009W	isoprenaline	tier1
K1:L6O7WQK912	glechoma-hederacea	tier2
K1:L6UH7ZF8HC	risperidone	tier2
K1:L7451S9126#tmca	crizanlizumab-tmca	tier2
K1:L7J6A1NE81	benzoin-2	tier2
K1:L7T10EIP3A	menthol-unspecified-form	tier1
K1:LAV5U5022Y	wintergreen	tier2
K1:LH812IV7LI	s-apomorphine	tier1
K1:LI2427F9CI	daclatasvir	tier2
K1:LKC0U3A8NJ	evolocumab	tier1
K1:LL0G25K7I2	azilsartan-medoxomil	tier1
K1:LL60K9J05T	cabergoline	tier1
K1:LMI26O6933	aluminum-oxide	tier2
K1:LR24G6354G	eribulin	tier2
K1:LR3UXN0193	methoxy-polyethylene-glycol-epoetin-beta	tier2
K1:LUC985IS6T	aminoglutethimide	tier2
K1:LV66ADM269	vericiguat	tier2
K1:LYR4M0NH37	sodium-cation	tier1
K1:LZB1G2I725	arginine-aspartate	tier1
K1:M0KG633D4F	sodium-nitrite	tier1
K1:M0TTH61XC5	ibudilast	tier2
K1:M0XW1UBI14	testosterone-cypionate	tier1
K1:M32RH9MFGP	dexmethylphenidate	tier1
K1:M3EFS94984	ormetoprim	tier2
K1:M4F288ZCTR	heparin-calcium	tier1
K1:M4I0D6VV5M	calcium-chloride	tier1
K1:M55RUL8T9C	bepridil	tier1
K1:M5681Q5F9P	pitavastatin	tier1
K1:M5TSE03W5U	vibegron	tier1
K1:M801H13NRU	azacitidine	tier2
K1:M89N0Q7EQR	aldesleukin	tier1
K1:M95KG522R0	ofatumumab	tier2
K1:M9CP5H21N8	alclofenac	tier1
K1:M9NL0C577Y	ubiquinol	tier1
K1:MA10QYF1Z0	ferric-maltol-2	tier2
K1:MCN858TCP0	oliceridine	tier1
K1:MD6P741W8A	maraviroc	tier2
K1:MDY902UXSR	esmolol-2	tier1
K1:MFZ8I7277D#live	measles-virus-vaccine-live	tier2
K1:MG976Z29OM	sodium-glycerophosphate	tier2
K1:MHJ80W9LRB	oxaprozin	tier1
K1:MHM278SD3E	montelukast	tier2
K1:MK2074187Z	okoubaka-aubrevillei-bark	tier2
K1:ML30MJ2U7I	magnesium-sulfate-unspecified	tier2
K1:ML644HED2V	quercus-robur-flower	tier2
K1:MN18OTN73W	thyroid-bovine	tier2
K1:MN3L5RMN02	clonidine	tier1
K1:MOH3ET196H	flupirtine	tier1
K1:MQG94M5EEO	tesamorelin	tier1
K1:MRK240IY2L	azathioprine	tier2
K1:MU72812GK0	creatine-monohydrate	tier1
