key,page,name,from_kind,to_kind,source,rule,reason
K1:0Z802HMY7H,Indoramin,"WY-21,901 HCL",salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:1014KSJ86F,Erythromycin Ethylsuccinate,ERYTHROMYCIN,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:101I4J0U34,Witch Hazel,American witchhazel leaf,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:T07U1161SV
K1:101I4J0U34,Witch Hazel,American witchhazel whole,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:V663Q8TEFU
K1:101I4J0U34,Witch Hazel,Hamamelidis folium,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:T07U1161SV
K1:101I4J0U34,Witch Hazel,Hamamelis,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:T07U1161SV
K1:101I4J0U34,Witch Hazel,Hamamelis leaf,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:T07U1161SV
K1:101I4J0U34,Witch Hazel,Hamamelis macrophylla leaf,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:T07U1161SV
K1:101I4J0U34,Witch Hazel,Hamamelis virginiana l. leaf,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:T07U1161SV
K1:101I4J0U34,Witch Hazel,Hamamelis virginiana leaf,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:T07U1161SV
K1:101I4J0U34,Witch Hazel,Hamamelis virginiana whole,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:V663Q8TEFU
K1:101I4J0U34,Witch Hazel,Witchhazel whole,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:V663Q8TEFU
K1:101V0R1N2E,Febuxostat,febuxostat tablets,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:101V0R1N2E,Febuxostat,FEBUXOSTAT TABLETS 40 MG,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:101V0R1N2E,Febuxostat,FEBUXOSTAT TABLETS 80 MG,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:10C9P3FFOW,SNX-2112,snx-5422,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:BF52J69Q8T
K1:10X0709Y6I,Bisacodyl,"Correctol tablets, caplets",salt,drop,chembl,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:10X0709Y6I,Bisacodyl,Feen-a-mint tablets,salt,drop,chembl,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:10X0709Y6I,Bisacodyl,BISCODYL,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:10X0709Y6I,Bisacodyl,BISACODYL SUPPOSITORIES,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:10X0709Y6I,Bisacodyl,BISACODYL SUPPOSITORY,salt,brand,existing,S18-1d-FORM-STRING-IS-A-PRODUCT,a dosage-form string a register records as a product name
K1:113E3Z3CJJ,Moroctocog alfa,coagulation factor viii,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:74D9ZOJ6IR, K1:P89DR4NY54"
K1:113E3Z3CJJ,Moroctocog alfa,factor viii,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:5X3GF74R79, K1:7PCM518YLR, K1:839MOZ74GK#viii"
K1:113E3Z3CJJ,Moroctocog alfa,recombinant factor viii,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:5X3GF74R79, K1:969NZA3X9T, K1:P89DR4NY54"
K1:11B89M58UN,Amaryllis Belladonna Whole,BELLADONNA,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:11Z5AIU653,Simtuzumab,sim,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:AGG2FN16EV
K1:124X2V25W4,Fosfosal,Disodium salicylphosphate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:124X2V25W4,Fosfosal,Salicylic acid phosphate disodium salt,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:125DP6010H,Polyestradiol,Estradiol phosphate polymer,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:125DP6010H,Polyestradiol,Phosphate de polyestradiol,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:125DP6010H,Polyestradiol,Polyestradiol phos phosphate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:125OD7737X,Methocarbamol,"Methocarbamol Tablets, USP 500 Mg",salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:125OD7737X,Methocarbamol,"Methocarbamol Tablets, USP 750 Mg",salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:125OD7737X,Methocarbamol,METHOCARBAMOL TABLETS,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:125OD7737X,Methocarbamol,"Methocarbamol Tablets, USP 500 Mg / Robaxin / Methocarbamol Tablets, USP 750 Mg / Atmeksi / Forbaxin / Robaxin-750",salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:129FW80TG4,MANGAFODIPIR TRISODIUM (C22H27MnN4Na3O14P2),Anhydrous mangafodipir trisodium,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:129FW80TG4,MANGAFODIPIR TRISODIUM (C22H27MnN4Na3O14P2),Magnafodipir sodium,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:129FW80TG4,MANGAFODIPIR TRISODIUM (C22H27MnN4Na3O14P2),"Mangafodipir trisodium, anhydrous",salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:12G01I6BBU,Retigabine,rtg,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:22VKV8053U, K1:87T4T8BO2E"
K1:12H3K5QKN9,POTASSIUM GLUCONATE,D-gluconic acid potassium salt,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:12H3K5QKN9,POTASSIUM GLUCONATE,Gluconic acid potassium salt,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:12H3K5QKN9,POTASSIUM GLUCONATE,Potassium d-gluconate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:12M6KFD07E,Lanopepden,Gsk-1322322 mesylate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:12M6KFD07E,Lanopepden,GSK-1322322 MESYLATE SALT,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:12M6KFD07E,Lanopepden,GSK1322322 MESYLATE SALT,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:12SEC09GR1,Bos Taurus Tonsil,TONSIL DROPS,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:12V8PA4WCH,MENAQUINONE,Vitamin k2(25),common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:27Y876D139, K1:71ANL51TLA, K1:8427BML8NY"
K1:12V8PA4WCH,MENAQUINONE,mk-7,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:71ANL51TLA, K1:8427BML8NY"
K1:1341ZC68MK,Mentha Suaveolens Leaf,Houkea Bee Venom Care Cream,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:134FM9ZZ6M,Pheniramine,Pheniramine maleate component of naphcon-a,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:134FM9ZZ6M,Pheniramine,Pheniramine maleate component of visine,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:134FM9ZZ6M,Pheniramine,Pheniramine maleate component of visine-a,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:134FM9ZZ6M,Pheniramine,Prophenpyridamine maleate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:13P4GX22ES,Lenperone,AHR-2277 [AS HYDROCHLORIDE],salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:13S1S8SF37,Zinc Cation,"Orajel 4x Medicated For Toothache and Gum, Cream",salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:13S1S8SF37,Zinc Cation,"Orajel 4x Medicated For Toothache and Gum, Cream / Amalgam 6003 / Giltuss Bucalsep",salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:140QMO216E,Metronidazole,kali,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:G162GK9U4W
K1:140QMO216E,Metronidazole,met,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:9100L32L2N, K1:GEB06NHM23, K1:UC6VBE7V1Z"
K1:140QMO216E,Metronidazole,metronidazole tablets,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:140QMO216E,Metronidazole,mtz,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:A051Q2099Q
K1:141A6AMN38,Cilastatin,Cilastatin sodium component of mk-7655a,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:141A6AMN38,Cilastatin,Cilastatin sodium component of primaxin,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:141A6AMN38,Cilastatin,Cilastatin sodium component of recarbrio,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:143NQ3779B,Calcipotriol,Calcipotriene hydrate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:143NQ3779B,Calcipotriol,Calcipotriene hydrate component of taclonex,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:143NQ3779B,Calcipotriol,Calcipotriene monohydrate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:143NQ3779B,Calcipotriol,betamethasone,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:50FH5AG9RW, K1:826Y60901U, K1:877K0XW47A"
K1:143NQ3779B,Calcipotriol,betamethasone dipropionate,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:50FH5AG9RW, K1:826Y60901U, K1:877K0XW47A"
K1:143NQ3779B,Calcipotriol,cal,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:QRA3492A7Q
K1:143NQ3779B,Calcipotriol,daivobet gel,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:143NQ3779B,Calcipotriol,daivobet ointment,salt,brand,open-targets,S18-1d-FORM-STRING-IS-A-PRODUCT,a dosage-form string a register records as a product name
K1:143NQ3779B,Calcipotriol,daivonex cream,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:143NQ3779B,Calcipotriol,dovobet ointment,salt,brand,open-targets,S18-1d-FORM-STRING-IS-A-PRODUCT,a dosage-form string a register records as a product name
K1:143NQ3779B,Calcipotriol,enstilar foam,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:826Y60901U
K1:143NQ3779B,Calcipotriol,leo 80185 gel,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:143NQ3779B,Calcipotriol,leo 90100 foam,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:826Y60901U
K1:143NQ3779B,Calcipotriol,taclonex ointment,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:143NQ3779B,Calcipotriol,vitamin d,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:VS041H42XC
K1:143NQ3779B,Calcipotriol,xamiol gel,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:144O8QL0L1,Diclofenac,Diclofenac sodium component of arthrotec,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:144O8QL0L1,Diclofenac,Diclophenac sodium,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:14D65TV20J,Dubermatinib,HCl-2084,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:14D65TV20J,Dubermatinib,TP-0903 tartrate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:14D65TV20J,Dubermatinib,TP0903 tartrate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:14FDK6ISC9,Beroterkib Anhydrous,ASTX-029 MONOHYDRATE,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:14FDK6ISC9,Beroterkib Anhydrous,ASTX029 MONOHYDRATE,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:14FDK6ISC9,Beroterkib Anhydrous,AT-35029 MONOHYDRATE,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:14FDK6ISC9,Beroterkib Anhydrous,AT35029 MONOHYDRATE,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:14FDK6ISC9,Beroterkib Anhydrous,Beroterkib monohydrate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:1534K8653J,Gluten,GLUTEN MIX,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:1548R74NSZ,Tegafur,gimeracil,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:UA8SE1325T
K1:1548R74NSZ,Tegafur,oteracil potassium,salt,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:5VT6420TIG
K1:1548R74NSZ,Tegafur,uft,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:56HH86ZVCT
K1:1564HD0N96,Felis Catus Hair,CAT HAIR,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:15B0523P5L,Naftazone,Haemostop injection,salt,drop,chembl,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:15C2VL427D,Aflibercept,anti-vegf,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:ZL1R02VT79
K1:15C2VL427D,Aflibercept,anti-vegf injections,common,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:15C2VL427D,Aflibercept,intravitreal aflibercept injection,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:15C2VL427D,Aflibercept,iva,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:1Y740ILL1Z
K1:15UQ94PT4P,Darbepoetin alfa,da,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:04079A1RDZ, K1:ZS7284E0ZP"
K1:15UQ94PT4P,Darbepoetin alfa,epo,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:64FS3BFH5W
K1:15UQ94PT4P,Darbepoetin alfa,epoetin,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:64FS3BFH5W
K1:15UQ94PT4P,Darbepoetin alfa,erythropoietin,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:64FS3BFH5W, K1:GJ2C4VNA2B"
K1:15UQ94PT4P,Darbepoetin alfa,rhepo,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:64FS3BFH5W
K1:1619C79FVJ,Pelubiprofen,dw-1021,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K2:TVYLLZQTGLZFBW-UHFFFAOYSA-N
K1:1699G8679Z,Sodium Polystyrene Sulfonate,Sodium polistirex,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:1699G8679Z,Sodium Polystyrene Sulfonate,Sodium polystyrene sulphonate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:16CHD79MIX,Iotalamic acid,Iotalamate sodium,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:16CHD79MIX,Iotalamic acid,Iothalamate sodium component of vascoray,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:16CHD79MIX,Iotalamic acid,Iothalamic acid sodium salt,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:16CHD79MIX,Iotalamic acid,Sodium iotalamate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:16CHD79MIX,Iotalamic acid,Iothalamate Meglumine,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:16GP58J3DO,Laudexium,Laudexium methyl sulfate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:16GP58J3DO,Laudexium,Laudexium methyl sulphate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:16O34995MB,Iodohippuric Acid I-131,Iodohippurate (131i) de sodium,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:16O34995MB,Iodohippuric Acid I-131,Iodohippurate i131 sodium,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:16O34995MB,Iodohippuric Acid I-131,O-iodohippurate sodium 131i-labeled form,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:16O34995MB,Iodohippuric Acid I-131,Sodium iodohippurate (131i) injection,salt,drop,chembl,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:16O34995MB,Iodohippuric Acid I-131,Sodium iodohippurate i 131,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:17E17JBP8L,Iomeprol,IOMEPROL INJECTION,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:17EC19951N,Novobiocin,Novobiocin monosodium salt,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:17EC19951N,Novobiocin,Sodium novobiocin,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:17ERJ0MKGI,Sacubitril,lcz696,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:80M03YXJ7I
K1:1806D8D52K,Amitriptyline,Amitriptyline hydrochloride component of etrafon-a,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:1806D8D52K,Amitriptyline,Amitriptyline hydrochloride component of limbitrol,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:1806D8D52K,Amitriptyline,Amitriptyline hydrochloride component of limbitrol ds,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:1806D8D52K,Amitriptyline,tricyclic antidepressant,common,drop,open-targets,S18-1b-REGISTRY-CLASS-TERM,a registry-derived name that is a class-vocabulary term
K1:1806D8D52K,Amitriptyline,tricyclic antidepressants,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:BL03SY4LXB
K1:181JI0338P,Ruta Graveolens Whole,Arnica Gel 15 Arnica Montana 1x Hpus,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:181JI0338P,Ruta Graveolens Whole,Inflamyar / Aesculus / N-21 / Back Pain Pain Management / Arnica Gel 15 Arnica Montana 1x Hpus,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:184QRS62JD,Polidexide sulfate,Sulfate de polidexide,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:187EJ7QEXL,Fenretinide,4-hpr/lxs oral powder,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:18D0SL7309,Chlorambucil,clb,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:2MRO291B4U
K1:18E7415PXQ,Calendula Officinalis Flowering Top,Calendula Cream,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:18E7415PXQ,Calendula Officinalis Flowering Top,Healing All-Purpose Cream,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:18E7415PXQ,Calendula Officinalis Flowering Top,Triderma Lipsore Cream,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:18E7415PXQ,Calendula Officinalis Flowering Top,Calendula Officinalis / Calendula / Triderma Pressure Sore Relief / Calendula Cream / Bm Calendula Officinalis / Triderma Ulcer Defense Healing,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:18Y7S5JKZD,Meptazinol,IL 22811 HCL,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:18Y7S5JKZD,Meptazinol,IL-22811 HYDROCHLORIDE,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:18Y7S5JKZD,Meptazinol,WY 22811 HCL,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:18Y7S5JKZD,Meptazinol,WY-22811 HYDROCHLORIDE,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:190Q9MB3U3,Bos Taurus Spleen,"LIEN (SPLEEN) PENTAS 7X, 11X, 18X, 30X",salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:192426I5JU,Erythranthe Guttata Flowering Top,"MIMULUS GUTTATUS, FLOS",salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:19997EZ42I,Ampreloxetine,TD-9855 HCl,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:19F5HK2737,Pantothenic Acid,Calcium pantotenate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:19F5HK2737,Pantothenic Acid,"Calcium pantothenate, d-",salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:19F5HK2737,Pantothenic Acid,D-calcium pantothenate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:19F5HK2737,Pantothenic Acid,Pantothenate de calcium,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:19F5HK2737,Pantothenic Acid,"Vitamin b5, calcium salt",salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:19GBJ60SN5,Cannabidiol,Cannabidiol solution,salt,drop,chembl,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:19GBJ60SN5,Cannabidiol,cannabidiol oil,common,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:19GBJ60SN5,Cannabidiol,cannabidiol oral solution,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:19GBJ60SN5,Cannabidiol,cannabinoids,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of COMBO:{K1:19GBJ60SN5,K1:7J8897W37S}"
K1:19GBJ60SN5,Cannabidiol,cannabis,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of COMBO:{K1:19GBJ60SN5,K1:7J8897W37S}, K1:7J8897W37S, K1:FTS5RM302N"
K1:19GBJ60SN5,Cannabidiol,cbd oil,common,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:19GBJ60SN5,Cannabidiol,cbd oil ointment,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:19GBJ60SN5,Cannabidiol,nabiximols,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of COMBO:{K1:19GBJ60SN5,K1:7J8897W37S}"
